latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-7.8383126,112.020454,70.0,25200,Asia/Jakarta,GMT+7

time,temperature_2m_mean (°C),precipitation_sum (mm),relative_humidity_2m_mean (%)
2018-08-27,26.2,0.00,72
2018-08-28,26.2,0.00,73
2018-08-29,25.5,0.10,73
2018-08-30,25.9,0.00,72
2018-08-31,26.0,0.00,72
2018-09-01,25.7,0.20,75
2018-09-02,26.2,0.00,71
2018-09-03,25.8,0.00,64
2018-09-04,25.4,0.00,65
2018-09-05,26.0,1.10,71
2018-09-06,26.3,0.70,71
2018-09-07,26.4,1.00,72
2018-09-08,26.7,0.60,71
2018-09-09,26.9,0.10,70
2018-09-10,27.0,0.00,71
2018-09-11,26.7,0.50,71
2018-09-12,25.9,0.00,68
2018-09-13,25.6,0.00,68
2018-09-14,25.6,0.00,64
2018-09-15,25.7,0.00,66
2018-09-16,26.1,0.00,69
2018-09-17,26.7,0.40,71
2018-09-18,26.8,0.10,72
2018-09-19,26.8,0.00,73
2018-09-20,26.7,0.80,74
2018-09-21,27.5,0.00,71
2018-09-22,27.5,0.10,67
2018-09-23,27.5,0.00,69
2018-09-24,27.6,0.40,68
2018-09-25,27.5,0.10,69
2018-09-26,27.1,0.00,66
2018-09-27,26.6,0.00,63
2018-09-28,26.6,0.00,64
2018-09-29,27.4,0.00,68
2018-09-30,27.9,0.00,68
2018-10-01,28.2,0.00,66
2018-10-02,28.5,0.30,65
2018-10-03,28.4,0.00,64
2018-10-04,27.8,0.00,62
2018-10-05,28.0,0.00,65
2018-10-06,28.1,0.80,68
2018-10-07,28.2,0.70,69
2018-10-08,27.9,0.00,69
2018-10-09,27.5,0.20,69
2018-10-10,27.5,0.10,69
2018-10-11,28.0,0.10,69
2018-10-12,28.2,0.00,68
2018-10-13,27.7,0.00,69
2018-10-14,27.9,0.10,68
2018-10-15,27.8,0.20,69
2018-10-16,27.8,0.30,68
2018-10-17,27.6,0.00,68
2018-10-18,27.3,0.00,67
2018-10-19,27.2,0.00,66
2018-10-20,27.4,0.20,67
2018-10-21,27.5,0.30,70
2018-10-22,27.5,0.90,71
2018-10-23,28.2,0.00,68
2018-10-24,28.1,0.00,69
2018-10-25,27.6,0.10,71
2018-10-26,27.6,0.00,71
2018-10-27,27.6,0.50,71
2018-10-28,27.4,0.10,69
2018-10-29,27.4,1.40,68
2018-10-30,27.9,0.00,65
2018-10-31,27.7,0.00,68
2018-11-01,27.9,0.00,68
2018-11-02,28.7,0.30,67
2018-11-03,28.7,1.30,72
2018-11-04,28.4,1.40,71
2018-11-05,28.0,1.60,76
2018-11-06,27.3,3.20,78
2018-11-07,26.7,5.70,82
2018-11-08,26.3,34.30,86
2018-11-09,26.3,7.40,86
2018-11-10,26.9,15.40,84
2018-11-11,26.7,4.80,84
2018-11-12,26.4,4.70,85
2018-11-13,26.7,6.80,84
2018-11-14,26.9,1.50,83
2018-11-15,26.6,3.10,85
2018-11-16,27.5,0.60,78
2018-11-17,27.8,7.60,78
2018-11-18,26.9,10.10,84
2018-11-19,28.0,0.00,77
2018-11-20,27.8,0.00,76
2018-11-21,27.6,0.00,76
2018-11-22,27.1,0.50,75
2018-11-23,26.9,0.00,72
2018-11-24,27.1,0.30,72
2018-11-25,26.2,13.10,82
2018-11-26,25.2,10.20,89
2018-11-27,25.9,5.90,87
2018-11-28,26.2,2.10,84
2018-11-29,26.3,1.30,83
2018-11-30,25.6,10.20,87
2018-12-01,26.2,3.80,77
2018-12-02,26.3,1.00,79
2018-12-03,25.8,21.40,87
2018-12-04,26.1,10.70,86
2018-12-05,26.0,36.60,88
2018-12-06,26.6,7.50,85
2018-12-07,27.1,6.50,84
2018-12-08,26.1,107.80,88
2018-12-09,26.8,11.70,86
2018-12-10,26.7,16.60,87
2018-12-11,27.0,4.00,85
2018-12-12,27.0,4.20,83
2018-12-13,26.1,51.30,84
2018-12-14,27.3,3.50,81
2018-12-15,26.6,13.10,84
2018-12-16,26.2,0.70,83
2018-12-17,26.8,0.10,76
2018-12-18,26.4,3.40,78
2018-12-19,26.6,0.00,77
2018-12-20,26.1,15.80,84
2018-12-21,25.7,1.20,87
2018-12-22,26.2,3.70,85
2018-12-23,25.9,8.40,85
2018-12-24,25.8,1.20,82
2018-12-25,24.1,28.60,94
2018-12-26,25.8,3.50,86
2018-12-27,27.2,0.30,79
2018-12-28,27.4,0.00,74
2018-12-29,27.4,0.00,74
2018-12-30,26.5,1.70,79
2018-12-31,25.9,6.90,82
2019-01-01,25.4,8.90,86
2019-01-02,25.4,6.60,86
2019-01-03,24.4,15.10,92
2019-01-04,25.5,10.90,87
2019-01-05,26.6,9.60,85
2019-01-06,26.3,19.00,88
2019-01-07,26.5,3.20,86
2019-01-08,26.8,0.90,83
2019-01-09,26.9,5.70,84
2019-01-10,26.9,5.80,86
2019-01-11,26.3,29.60,88
2019-01-12,26.3,22.40,89
2019-01-13,26.1,29.10,89
2019-01-14,26.4,10.50,86
2019-01-15,25.8,5.20,90
2019-01-16,24.1,227.20,94
2019-01-17,24.8,46.10,92
2019-01-18,25.1,13.70,90
2019-01-19,25.5,6.70,90
2019-01-20,26.2,3.40,89
2019-01-21,26.3,8.80,89
2019-01-22,25.4,15.90,89
2019-01-23,24.7,7.60,91
2019-01-24,25.2,5.70,88
2019-01-25,24.2,11.10,92
2019-01-26,26.0,4.80,89
2019-01-27,25.8,9.80,88
2019-01-28,25.7,14.00,89
2019-01-29,26.2,8.30,88
2019-01-30,26.2,7.80,87
2019-01-31,25.2,22.20,90
2019-02-01,25.3,3.80,89
