latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-8.119508,112.17279,173.0,25200,Asia/Jakarta,GMT+7

time,temperature_2m_mean (°C),precipitation_sum (mm),relative_humidity_2m_mean (%)
2018-10-22,25.4,2.20,80
2018-10-23,26.2,0.30,77
2018-10-24,26.2,1.10,78
2018-10-25,25.7,1.90,80
2018-10-26,25.6,1.10,79
2018-10-27,25.5,2.00,80
2018-10-28,25.5,2.50,79
2018-10-29,25.5,0.70,76
2018-10-30,25.5,1.00,76
2018-10-31,25.6,0.10,76
2018-11-01,26.0,0.60,76
2018-11-02,26.5,0.80,76
2018-11-03,26.8,0.70,79
2018-11-04,26.5,3.10,80
2018-11-05,26.2,2.90,84
2018-11-06,25.7,2.50,86
2018-11-07,25.1,18.70,89
2018-11-08,25.1,53.80,90
2018-11-09,25.1,6.90,92
2018-11-10,25.6,10.70,90
2018-11-11,25.4,9.60,91
2018-11-12,25.1,9.80,92
2018-11-13,25.0,7.60,91
2018-11-14,25.5,7.70,91
2018-11-15,25.1,42.00,92
2018-11-16,25.9,1.90,86
2018-11-17,26.1,2.40,86
2018-11-18,25.9,3.50,88
2018-11-19,26.0,0.20,84
2018-11-20,26.1,1.00,83
2018-11-21,25.5,0.90,85
2018-11-22,25.2,1.00,83
2018-11-23,24.8,2.10,81
2018-11-24,25.1,1.10,83
2018-11-25,24.6,15.90,90
2018-11-26,24.0,30.10,95
2018-11-27,24.8,15.50,91
2018-11-28,24.8,35.90,89
2018-11-29,24.8,8.30,91
2018-11-30,24.6,9.60,91
2018-12-01,25.0,6.10,82
2018-12-02,24.8,2.00,85
2018-12-03,25.1,17.00,89
2018-12-04,24.9,20.60,91
2018-12-05,25.4,17.40,90
2018-12-06,25.3,16.20,90
2018-12-07,25.7,12.60,90
2018-12-08,25.1,51.80,90
2018-12-09,25.6,4.10,89
2018-12-10,25.7,6.30,90
2018-12-11,25.9,2.10,88
2018-12-12,25.9,3.20,85
2018-12-13,25.4,6.00,85
2018-12-14,26.2,0.20,82
2018-12-15,25.4,14.80,88
2018-12-16,24.9,3.50,87
2018-12-17,25.3,0.20,81
2018-12-18,24.8,1.20,84
2018-12-19,25.1,1.20,84
2018-12-20,25.1,19.60,87
2018-12-21,24.6,6.10,91
2018-12-22,24.9,7.00,89
2018-12-23,24.7,12.50,91
2018-12-24,24.4,9.90,89
2018-12-25,23.4,97.30,95
2018-12-26,25.0,3.60,87
2018-12-27,25.7,8.00,84
2018-12-28,25.7,0.00,82
2018-12-29,25.8,0.80,81
2018-12-30,25.0,3.40,85
2018-12-31,25.9,2.10,81
2019-01-01,25.6,7.50,83
2019-01-02,25.4,21.50,83
2019-01-03,24.8,17.10,89
2019-01-04,25.8,2.30,82
2019-01-05,25.6,2.90,86
2019-01-06,25.3,9.40,89
2019-01-07,25.6,8.30,89
2019-01-08,25.4,2.10,89
2019-01-09,26.0,8.90,84
2019-01-10,26.0,6.80,88
2019-01-11,26.3,7.30,88
2019-01-12,25.7,3.60,90
2019-01-13,25.6,18.10,88
2019-01-14,25.4,15.30,88
2019-01-15,25.2,14.40,90
2019-01-16,24.7,45.50,92
2019-01-17,24.6,40.00,91
2019-01-18,25.2,14.30,88
2019-01-19,25.0,20.70,90
2019-01-20,25.8,9.00,89
2019-01-21,25.0,11.10,93
2019-01-22,25.1,15.60,89
2019-01-23,25.3,4.70,86
2019-01-24,25.2,15.70,86
2019-01-25,24.9,12.60,87
2019-01-26,26.0,9.10,83
2019-01-27,25.7,3.70,85
2019-01-28,25.8,2.20,83
2019-01-29,26.2,0.00,81
2019-01-30,26.0,22.80,83
2019-01-31,24.9,12.00,89
2019-02-01,25.3,16.70,86
2019-02-02,25.1,15.20,89
2019-02-03,25.3,4.70,91
2019-02-04,25.1,16.70,88
2019-02-05,25.8,17.30,85
2019-02-06,25.5,6.50,88
2019-02-07,25.2,5.10,91
2019-02-08,24.8,9.40,90
2019-02-09,25.6,1.50,84
2019-02-10,25.3,13.90,87
2019-02-11,25.3,1.90,86
2019-02-12,25.4,6.50,87
2019-02-13,25.6,2.80,87
2019-02-14,25.1,4.80,90
2019-02-15,25.0,7.60,91
2019-02-16,25.0,17.40,89
2019-02-17,25.8,6.80,84
2019-02-18,25.5,13.20,88
2019-02-19,25.4,10.90,89
2019-02-20,24.9,27.00,89
2019-02-21,25.6,4.40,84
2019-02-22,25.2,8.50,88
2019-02-23,25.2,7.30,88
2019-02-24,25.4,10.70,89
2019-02-25,25.5,6.10,85
2019-02-26,26.6,1.60,82
2019-02-27,26.0,20.60,88
2019-02-28,25.9,6.50,90
2019-03-01,25.5,13.60,88
2019-03-02,25.2,11.00,91
2019-03-03,25.3,7.40,90
2019-03-04,25.2,47.40,90
2019-03-05,25.7,11.00,89
2019-03-06,24.5,36.30,92
2019-03-07,23.8,38.90,89
2019-03-08,24.0,0.90,86
2019-03-09,24.9,4.90,80
2019-03-10,24.9,12.20,87
2019-03-11,26.1,6.50,83
2019-03-12,25.9,2.40,85
2019-03-13,25.4,10.20,88
2019-03-14,25.8,0.70,85
2019-03-15,24.2,12.50,93
2019-03-16,24.7,12.20,91
2019-03-17,23.7,93.90,94
2019-03-18,24.6,11.30,92
2019-03-19,24.7,34.10,91
2019-03-20,25.3,24.70,88
2019-03-21,25.5,2.20,89
2019-03-22,25.5,13.20,87
2019-03-23,25.0,26.90,90
2019-03-24,25.3,4.50,89
2019-03-25,25.3,13.40,90
2019-03-26,25.3,2.30,89
2019-03-27,25.5,0.30,90
2019-03-28,25.0,5.40,92
2019-03-29,25.0,1.90,87
2019-03-30,25.7,0.40,83
2019-03-31,25.7,1.30,85
2019-04-01,25.7,1.10,85
2019-04-02,25.1,1.50,88
2019-04-03,25.4,2.30,88
2019-04-04,25.2,6.40,90
2019-04-05,25.0,5.80,92
2019-04-06,25.1,5.30,91
2019-04-07,25.2,8.10,91
2019-04-08,25.9,3.00,86
2019-04-09,25.9,5.10,89
2019-04-10,25.8,6.20,90
2019-04-11,25.7,7.50,86
2019-04-12,25.8,5.00,82
2019-04-13,25.4,9.50,91
2019-04-14,25.3,5.50,92
2019-04-15,25.4,6.90,91
2019-04-16,25.1,14.30,92
2019-04-17,25.6,54.40,89
2019-04-18,26.1,1.50,86
2019-04-19,25.9,2.20,85
2019-04-20,26.0,0.80,85
2019-04-21,26.1,0.10,84
2019-04-22,25.9,1.50,82
2019-04-23,26.2,3.70,83
2019-04-24,26.3,1.90,83
2019-04-25,26.0,1.30,82
2019-04-26,25.7,1.20,84
2019-04-27,25.3,3.20,89
2019-04-28,25.2,40.10,90
2019-04-29,25.1,4.30,90
2019-04-30,25.4,2.00,88
2019-05-01,25.1,4.60,90
2019-05-02,25.1,2.70,88
2019-05-03,25.1,0.00,88
2019-05-04,25.3,0.00,87
2019-05-05,24.9,1.70,91
2019-05-06,25.3,1.20,90
2019-05-07,25.5,2.80,86
2019-05-08,25.5,0.10,83
2019-05-09,24.9,0.70,82
2019-05-10,25.0,1.10,83
2019-05-11,25.3,0.40,79
2019-05-12,25.1,0.00,80
2019-05-13,25.0,1.10,83
2019-05-14,25.5,0.60,83
2019-05-15,25.8,0.10,83
2019-05-16,25.0,0.20,84
2019-05-17,24.5,0.00,83
2019-05-18,24.8,0.10,77
2019-05-19,25.2,0.00,77
2019-05-20,25.6,0.00,80
2019-05-21,25.6,0.00,81
2019-05-22,25.6,0.00,81
2019-05-23,25.7,0.70,80
2019-05-24,26.0,0.00,74
2019-05-25,25.5,0.00,75
2019-05-26,25.8,0.90,79
2019-05-27,25.8,2.40,80
2019-05-28,25.8,0.90,80
2019-05-29,26.0,0.50,77
2019-05-30,25.7,0.00,74
2019-05-31,25.0,1.10,76
2019-06-01,25.0,0.10,75
2019-06-02,25.0,1.30,78
2019-06-03,24.9,1.10,80
2019-06-04,25.0,0.80,83
2019-06-05,25.4,0.10,83
2019-06-06,25.9,0.10,81
2019-06-07,25.1,0.10,83
2019-06-08,24.6,0.00,81
2019-06-09,24.3,2.30,83
2019-06-10,25.2,0.00,79
2019-06-11,25.4,0.00,76
2019-06-12,25.5,0.20,77
2019-06-13,25.2,1.80,81
2019-06-14,25.0,4.40,86
2019-06-15,25.4,0.00,78
2019-06-16,24.7,0.00,75
2019-06-17,24.6,0.00,75
2019-06-18,24.3,0.00,78
2019-06-19,24.1,0.00,79
2019-06-20,23.3,0.00,78
2019-06-21,23.8,0.00,78
2019-06-22,23.8,0.00,78
2019-06-23,23.8,0.20,80
2019-06-24,23.9,0.00,77
2019-06-25,24.1,0.00,78
2019-06-26,24.4,0.00,78
2019-06-27,24.1,0.30,76
2019-06-28,23.6,0.00,74
2019-06-29,23.6,0.00,66
2019-06-30,23.3,0.00,74
2019-07-01,23.9,0.00,74
2019-07-02,24.3,0.00,80
2019-07-03,25.4,1.70,79
2019-07-04,25.2,8.60,85
2019-07-05,24.7,1.60,84
2019-07-06,24.8,0.10,77
2019-07-07,24.5,0.00,76
2019-07-08,24.0,0.00,75
2019-07-09,23.2,0.00,77
2019-07-10,24.3,0.00,74
2019-07-11,24.0,0.00,76
2019-07-12,24.2,0.00,77
2019-07-13,23.6,0.00,74
2019-07-14,23.1,0.00,70
2019-07-15,23.8,0.10,72
2019-07-16,23.6,0.00,74
2019-07-17,23.6,0.00,74
2019-07-18,24.4,0.00,76
2019-07-19,24.5,2.00,81
2019-07-20,24.9,0.70,82
2019-07-21,23.8,1.60,81
2019-07-22,24.1,0.00,79
2019-07-23,24.3,0.00,79
2019-07-24,24.1,0.40,77
2019-07-25,24.6,0.00,73
2019-07-26,24.2,0.00,77
2019-07-27,24.2,0.00,79
2019-07-28,23.6,0.10,78
2019-07-29,23.8,0.30,79
2019-07-30,24.6,0.00,77
2019-07-31,24.0,0.20,78
2019-08-01,24.6,0.00,75
2019-08-02,24.7,0.80,74
2019-08-03,23.9,0.00,72
2019-08-04,23.7,0.00,67
2019-08-05,22.8,0.00,73
2019-08-06,22.6,0.00,76
2019-08-07,22.5,0.00,78
2019-08-08,23.3,0.20,78
2019-08-09,24.0,0.00,74
2019-08-10,24.1,0.00,73
2019-08-11,24.0,0.00,77
2019-08-12,24.4,0.00,78
2019-08-13,25.1,0.30,79
2019-08-14,25.2,0.40,79
2019-08-15,25.2,0.60,78
2019-08-16,24.7,0.00,74
2019-08-17,24.7,0.00,71
2019-08-18,24.0,0.00,71
2019-08-19,24.0,0.00,73
2019-08-20,24.4,0.00,74
2019-08-21,24.5,0.00,77
2019-08-22,25.1,1.80,76
2019-08-23,24.3,0.20,75
2019-08-24,24.2,0.10,76
2019-08-25,24.1,0.10,80
2019-08-26,24.0,2.20,81
2019-08-27,24.3,0.00,73
2019-08-28,23.9,0.00,74
2019-08-29,24.2,0.00,75
2019-08-30,24.6,0.00,74
2019-08-31,24.5,0.00,72
2019-09-01,24.3,0.00,73
2019-09-02,24.7,0.00,74
2019-09-03,23.9,0.00,77
2019-09-04,24.2,0.20,72
2019-09-05,23.2,0.00,77
2019-09-06,23.6,0.10,77
2019-09-07,24.3,0.20,76
2019-09-08,24.7,0.10,76
2019-09-09,25.1,0.10,74
2019-09-10,24.7,0.00,77
2019-09-11,24.7,0.00,72
2019-09-12,23.3,0.00,70
2019-09-13,23.9,0.00,73
2019-09-14,24.8,0.00,72
